year,jd,month,date,season,airfneg15,airpneg15,airp0,airp15,airp8,bsw0,bsw15,bsw8,tis0,tis15,tis8,wsu0,wsu15,wsu8,fen0,fen15,fen8,fen300,fen700,bfr0,bfr15,bfr8,pfr0,pfr15,pfr8,bwp0,bwp15,bwp8,ppac0,ppac15,ppac8,ppawneg5,ppdc0,ppdc15,ppdc8,ppdw0,tun0,tun15,tun8,tun300,tun700
2000,303,10,2000-303,Cool,,,,,,0.78,0.68,2.45,,,,0.06,1.57,0.98,,,,,,0.91,2.33,1.83,-0.82,1.81,1.32,0.56,2.37,2.26,,,,,,,,,0.28,1.35,0.05,,
2000,304,10,2000-304,Cool,,,,,,0.94,1.00,2.41,,,,0.08,1.88,0.94,,,,,,0.92,2.80,1.83,-0.81,2.22,1.31,1.42,2.87,2.24,,,,,,,,,1.31,1.63,0.03,,
2000,305,10,2000-305,Cool,,,,,,0.20,-0.46,2.38,,,,0.07,0.45,0.89,,,,,,0.96,1.24,1.78,-0.77,0.62,1.23,0.54,1.22,2.25,,,,,,,,,0.26,0.39,0.04,,
2000,306,11,2000-306,Cool,,,,,,-1.92,-5.50,2.51,,,,-2.07,-4.63,0.81,,,,,,0.19,-3.97,1.66,-1.70,-4.63,1.06,-2.61,-4.28,0.70,,,,,,,,,-4.25,-4.25,0.05,,
2000,307,11,2000-307,Cool,,,,,,-1.44,-3.18,2.50,,,,-1.76,-2.40,0.81,,,,,,0.10,-2.60,1.64,-1.81,-2.26,1.04,-1.81,-2.84,0.67,,,,,,,,,-2.36,-2.36,0.06,,
2000,308,11,2000-308,Cool,,,,,,-1.30,-2.51,2.45,,,,-0.62,-1.75,0.78,,,,,,0.74,-1.38,1.62,-1.03,-1.63,1.00,-1.65,-1.55,0.64,,,,,,,,,-1.98,-1.53,0.04,,
2000,309,11,2000-309,Cool,,,,,,-2.69,-9.21,2.33,,,,-2.05,-8.20,0.68,,,,,,0.57,-7.09,1.57,-1.24,-8.21,0.93,-3.24,-7.58,0.57,,,,,,,,,-5.74,-6.89,0.03,,
2000,310,11,2000-310,Cool,,,,,,-2.02,-5.97,2.31,,,,-1.76,-5.08,0.67,,,,,,0.59,-5.06,1.58,-1.22,-5.01,0.94,-2.63,-5.43,0.55,,,,,,,,,-4.31,-4.65,0.05,,
2000,311,11,2000-311,Cool,,,,,,-3.18,-11.60,2.22,,,,-1.97,-10.49,0.59,,,,,,0.44,-9.47,1.56,-1.40,-10.64,0.91,-4.43,-10.09,0.47,,,,,,,,,-8.56,-9.38,0.00,,
2000,312,11,2000-312,Cool,,,,,,-3.05,-10.93,2.15,,,,-2.67,-9.85,0.55,,,,,,0.40,-8.21,1.53,-1.45,-10.22,0.87,-3.65,-8.76,0.38,,,,,,,,,-6.71,-7.73,0.03,,
2000,313,11,2000-313,Cool,,,,,,-1.82,-5.02,2.15,,,,-1.55,-4.17,0.57,,,,,,0.57,-4.40,1.50,-1.24,-4.11,0.83,-2.59,-4.73,0.29,,,,,,,,,-4.19,-3.94,0.04,,
2000,314,11,2000-314,Cool,,,,,,-1.80,-4.91,2.13,,,,-0.86,-4.07,0.56,,,,,,0.67,-4.06,1.48,-1.11,-4.11,0.80,-2.44,-4.37,0.22,,,,,,,,,-3.85,-3.84,0.03,,
2000,315,11,2000-315,Cool,,,,,,-3.65,-13.85,2.12,,,,-1.10,-12.66,0.52,,,,,,0.65,-11.76,1.49,-1.15,-13.14,0.81,-5.17,-12.50,0.16,,,,,,,,,-10.33,-11.72,-0.02,,
2000,316,11,2000-316,Cool,,,,,,-5.05,-20.59,2.08,,,,-2.19,-19.14,0.46,,,,,,0.50,-17.77,1.49,-1.33,-19.08,0.81,-7.17,-18.85,0.15,,,,,,,,,-15.07,-17.17,-0.03,,
2000,317,11,2000-317,Cool,,,,,,-3.82,-14.66,1.99,,,,-3.19,-13.44,0.42,,,,,,0.36,-12.95,1.46,-1.49,-12.99,0.78,-6.18,-13.76,0.06,,,,,,,,,-12.72,-12.35,-0.01,,
2000,318,11,2000-318,Cool,,,,,,-2.68,-9.18,1.94,,,,-2.93,-8.17,0.41,,,,,,0.43,-8.07,1.43,-1.42,-8.32,0.73,-4.15,-8.61,-0.06,,,,,,,,,-7.89,-7.17,0.01,,
2000,319,11,2000-319,Cool,,,,,,-2.12,-6.49,1.91,,,,-1.91,-5.58,0.40,,,,,,0.57,-4.62,1.41,-1.24,-5.82,0.70,-2.49,-4.97,-0.13,,,,,,,,,-3.97,-3.87,0.03,,
2000,320,11,2000-320,Cool,,,,,,-1.82,-5.01,1.88,,,,-1.13,-4.16,0.39,,,,,,0.69,-3.97,1.40,-1.10,-4.04,0.68,-2.55,-4.28,-0.16,,,,,,,,,-4.11,-3.88,0.04,,
2000,321,11,2000-321,Cool,,,,,,-3.24,-11.85,1.88,,,,-0.93,-10.73,0.36,,,,,,0.66,-9.33,1.38,-1.13,-11.08,0.65,-3.71,-9.94,-0.18,,,,,,,,,-6.85,-9.22,0.02,,
2000,322,11,2000-322,Cool,,,,,,-3.14,-11.37,1.83,,,,-1.11,-10.27,0.33,,,,,,0.60,-6.80,1.37,-1.20,-10.35,0.63,-3.11,-7.27,-0.19,,,,,,,,,-5.43,-8.90,0.02,,
2000,323,11,2000-323,Cool,,,,,,-5.12,-20.90,1.85,,,,-1.28,-19.43,0.31,,,,,,0.56,-13.30,1.35,-1.25,-20.31,0.60,-4.92,-14.13,-0.19,,,,,,,,,-9.73,-16.65,-0.05,,
2000,324,11,2000-324,Cool,,,,,,-5.85,-24.43,1.81,,,,-1.94,-22.83,0.27,,,,,,0.40,-17.56,1.34,-1.45,-22.82,0.59,-6.52,-18.63,-0.17,,,,,,,,,-13.54,-19.16,-0.06,,
2000,325,11,2000-325,Cool,,,,,,-4.68,-18.80,1.74,,,,-2.72,-17.42,0.24,,,,,,0.30,-14.47,1.34,-1.58,-17.74,0.59,-6.09,-15.37,-0.20,,,,,,,,,-12.50,-16.32,-0.06,,
2000,326,11,2000-326,Cool,,,,,,-5.15,-21.05,1.73,,,,-2.67,-19.58,0.22,,,,,,0.30,-16.70,1.31,-1.57,-19.61,0.54,-6.73,-17.72,-0.20,,,,,,,,,-14.02,-17.80,-0.07,,
2000,327,11,2000-327,Cool,,,,,,-5.89,-24.61,1.71,,,,-3.24,-23.00,0.19,,,,,,0.08,-20.86,1.28,-1.85,-22.86,0.50,-7.89,-22.11,-0.19,,,,,,,,,-16.77,-21.08,-0.14,,
2000,328,11,2000-328,Cool,,,,,,-3.59,-13.53,1.63,,,,-3.64,-12.35,0.19,,,,,,-0.13,-12.32,1.25,-2.10,-12.34,0.46,-5.66,-13.10,-0.25,,,,,,,,,-11.49,-12.18,-0.33,,
2000,329,11,2000-329,Cool,,,,,,-2.33,-7.49,1.60,,,,-2.70,-6.55,0.19,,,,,,0.04,-6.54,1.22,-1.89,-6.71,0.42,-3.89,-7.00,-0.34,,,,,,,,,-7.28,-6.49,-0.46,,
2000,330,11,2000-330,Cool,,,,,,-1.55,-3.73,1.59,,,,-1.76,-2.92,0.20,,,,,,0.27,-3.22,1.20,-1.61,-2.87,0.38,-2.92,-3.50,-0.40,,,,,,,,,-4.99,-2.86,-0.49,,
2000,331,11,2000-331,Cool,,,,,,-1.65,-4.19,1.59,,,,-1.14,-3.37,0.19,,,,,,0.43,-2.63,1.17,-1.42,-3.53,0.35,-2.45,-2.87,-0.41,,,,,,,,,-3.87,-3.16,-0.46,,
2000,332,11,2000-332,Cool,,,,,,-2.83,-9.89,1.60,,,,-0.90,-8.85,0.18,,,,,,0.49,-6.36,1.16,-1.33,-9.11,0.33,-3.02,-6.81,-0.44,,,,,,,,,-5.23,-8.61,-0.43,,
2000,333,11,2000-333,Cool,,,,,,-3.81,-14.60,1.60,,,,-1.21,-13.38,0.16,,,,,,0.38,-10.57,1.15,-1.48,-13.72,0.32,-4.09,-11.25,-0.45,,,,,,,,,-7.76,-12.69,-0.42,,
2000,334,11,2000-334,Cool,,,,,,-4.28,-16.86,1.59,,,,-1.60,-15.55,0.14,,,,,,0.25,-11.71,1.14,-1.63,-15.63,0.30,-4.84,-12.45,-0.46,,,,,,,,,-9.54,-14.82,-0.47,,
2000,335,11,2000-335,Cool,,,,,,-4.47,-17.81,1.56,,,,-2.03,-16.46,0.12,,,,,,0.11,-13.71,1.12,-1.80,-16.15,0.27,-5.54,-14.56,-0.49,,,,,,,,,-11.21,-15.75,-0.55,,
2000,336,12,2000-336,Cool,,,,,,-5.90,-15.52,1.09,,,,-2.54,-14.59,0.10,,,,,,-0.04,-12.88,1.10,-1.99,-14.50,0.25,-7.07,-13.69,-0.54,,,,,,,,,-11.23,-13.58,-0.64,,
2000,337,12,2000-337,Cool,,,,,,-3.53,-5.93,1.09,,,,-2.47,-5.40,0.11,,,,,,-0.07,-5.43,1.09,-2.03,-5.32,0.22,-3.73,-5.82,-0.64,,,,,,,,,-6.34,-5.26,-0.70,,
2000,338,12,2000-338,Cool,,,,,,-4.21,-8.67,1.10,,,,-1.72,-8.03,0.12,,,,,,0.12,-7.07,1.08,-1.79,-8.05,0.21,-4.52,-7.55,-0.66,,,,,,,,,-7.51,-8.12,-0.74,,
2000,339,12,2000-339,Cool,,,,,,-8.43,-25.76,1.10,,,,-1.76,-24.41,0.09,,,,,,-0.08,-21.93,1.08,-2.04,-25.12,0.22,-13.24,-23.24,-0.64,,,,,,,,,-20.26,-23.47,-0.78,,
2000,340,12,2000-340,Cool,,,,,,-9.65,-30.68,1.08,,,,-3.01,-29.12,0.05,,,,,,-1.04,-26.28,1.10,-3.21,-29.63,0.24,-15.91,-27.83,-1.00,,,,,,,,,-24.16,-26.55,-0.86,,
2000,341,12,2000-341,Cool,,,,,,-10.31,-33.38,1.07,,,,-4.15,-31.71,0.02,,,,,,-2.04,-28.16,1.09,-4.45,-32.24,0.23,-17.92,-29.82,-1.89,,,,,,,,,-27.10,-28.93,-1.17,,
2000,342,12,2000-342,Cool,,,,,,-10.48,-34.07,1.06,,,,-5.10,-32.37,-0.02,,,,,,-2.99,-27.84,1.08,-5.61,-32.55,0.21,-18.37,-29.48,-2.79,,,,,,,,,-27.77,-28.35,-1.62,,
2000,343,12,2000-343,Cool,,,,,,-11.06,-36.41,1.05,,,,-5.79,-34.61,-0.04,,,,,,-3.84,-30.65,1.03,-6.66,-35.01,0.13,-19.97,-32.45,-3.64,,,,,,,,,-30.10,-31.26,-2.04,,
2000,344,12,2000-344,Cool,,,,,,-9.01,-28.10,1.04,,,,-6.13,-26.65,-0.04,,,,,,-4.53,-25.24,0.95,-7.50,-27.42,0.02,-16.18,-26.74,-4.41,,,,,,,,,-24.56,-25.25,-2.49,,
2000,345,12,2000-345,Cool,,,,,,-7.13,-20.51,1.05,,,,-5.19,-19.38,-0.01,,,,,,-3.98,-17.87,0.90,-6.82,-19.73,-0.05,-11.65,-18.96,-4.63,,,,,,,,,-17.94,-18.62,-2.92,,
2000,346,12,2000-346,Cool,,,,,,-8.72,-26.93,1.05,,,,-4.21,-25.53,-0.01,,,,,,-3.52,-23.75,0.88,-6.26,-25.62,-0.08,-14.85,-25.16,-4.56,,,,,,,,,-22.62,-23.51,-2.86,,
2000,347,12,2000-347,Cool,,,,,,-7.99,-23.99,1.05,,,,-3.99,-22.71,-0.02,,,,,,-3.60,-21.51,0.81,-6.36,-23.32,-0.18,-13.43,-22.80,-4.77,,,,,,,,,-20.54,-21.63,-2.90,,
2000,348,12,2000-348,Cool,,,,,,-8.69,-26.80,1.05,,,,-3.94,-25.40,-0.02,,,,,,-3.98,-23.35,0.76,-6.82,-25.70,-0.26,-15.00,-24.74,-4.95,,,,,,,,,-22.83,-23.47,-2.94,,
2000,349,12,2000-349,Cool,,,,,,-10.10,-32.53,1.04,,,,-4.41,-30.89,-0.04,,,,,,-4.81,-28.07,0.72,-7.84,-31.35,-0.32,-18.08,-29.72,-5.34,,,,,,,,,-27.34,-28.58,-2.93,,
2000,350,12,2000-350,Cool,,,,,,-10.38,-33.63,1.03,,,,-5.14,-31.95,-0.07,,,,,,-5.64,-29.03,0.67,-8.87,-32.42,-0.39,-18.74,-30.74,-5.96,,,,,,,,,-28.31,-29.68,-3.12,,
2000,351,12,2000-351,Cool,,,,,,-10.55,-34.33,1.02,,,,-5.75,-32.62,-0.09,,,,,,-6.35,-30.13,0.60,-9.74,-33.10,-0.49,-19.60,-31.90,-6.64,,,,,,,,,-29.56,-30.66,-3.37,,
2000,352,12,2000-352,Cool,,,,,,-10.62,-34.60,1.02,,,,-6.29,-32.88,-0.10,,,,,,-7.04,-30.01,0.54,-10.59,-33.48,-0.59,-19.56,-31.77,-7.28,,,,,,,,,-29.51,-30.33,-3.68,,
2000,353,12,2000-353,Cool,,,,,,-9.72,-30.99,1.01,,,,-6.67,-29.42,-0.10,,,,,,-7.42,-27.15,0.48,-11.05,-30.29,-0.67,-17.60,-28.75,-7.79,,,,,,,,,-26.64,-26.81,-4.07,,
2000,354,12,2000-354,Cool,,,,,,-8.78,-27.16,1.01,,,,-6.67,-25.75,-0.10,,,,,,-7.39,-25.25,0.43,-11.01,-24.94,-0.75,-17.27,-26.75,-8.05,,,,,,,,,-26.15,-24.21,-4.39,,
2000,355,12,2000-355,Cool,,,,,,-9.34,-29.46,1.01,,,,-6.58,-27.95,-0.10,,,,,,-7.31,-25.71,0.33,-10.92,-27.90,-0.89,-17.12,-27.23,-8.22,,,,,,,,,-25.93,-24.69,-4.67,,
2000,356,12,2000-356,Cool,,,,,,-9.96,-31.93,1.01,,,,-6.83,-30.32,-0.12,,,,,,-7.73,-28.12,0.18,-11.43,-30.89,-1.11,-18.50,-29.78,-8.50,,,,,,,,,-27.95,-28.62,-4.87,,
2000,357,12,2000-357,Cool,,,,,,-9.79,-31.26,1.00,,,,-7.25,-29.68,-0.13,,,,,,-8.14,-27.50,-0.02,-11.93,-29.37,-1.40,-18.74,-29.12,-8.89,,,,,,,,,-28.31,-28.18,-5.22,,
2000,358,12,2000-358,Cool,,,,,,-9.92,-31.81,1.00,,,,-7.51,-30.20,-0.14,,,,,,-8.47,-27.44,-0.21,-12.34,-30.93,-1.68,-18.04,-29.06,-9.29,,,,,,,,,-27.28,-27.87,-5.59,,
2000,359,12,2000-359,Cool,,,,,,-9.44,-29.84,1.00,,,,-7.69,-28.32,-0.14,,,,,,-8.64,-26.23,-0.40,-12.55,-28.53,-1.96,-18.11,-27.78,-9.65,,,,,,,,,-27.39,-27.24,-5.93,,
2000,360,12,2000-360,Cool,,,,,,-8.44,-25.79,0.99,,,,-7.62,-24.44,-0.14,,,,,,-8.48,-23.45,-0.56,-12.35,-25.18,-2.19,-15.30,-24.85,-9.88,,,,,,,,,-23.27,-23.95,-6.32,,
2000,361,12,2000-361,Cool,,,,,,-8.01,-24.05,1.00,,,,-7.08,-22.77,-0.12,,,,,,-8.08,-21.48,-0.72,-11.86,-23.50,-2.42,-13.68,-22.77,-9.87,,,,,,,,,-20.91,-21.45,-6.53,,
2000,362,12,2000-362,Cool,,,,,,-6.39,-17.49,1.00,,,,-6.51,-16.48,-0.10,,,,,,-7.40,-15.93,-0.84,-11.03,-17.00,-2.61,-10.41,-16.91,-9.64,,,,,,,,,-16.12,-16.16,-6.65,,
2000,363,12,2000-363,Cool,,,,,,-6.68,-18.66,1.00,,,,-5.78,-17.60,-0.10,,,,,,-6.67,-16.74,-0.95,-10.13,-18.21,-2.76,-10.22,-17.76,-9.19,,,,,,,,,-15.84,-17.15,-6.54,,
2000,364,12,2000-364,Cool,,,,,,-6.42,-17.62,0.99,,,,-5.42,-16.61,-0.13,,,,,,-6.27,-15.84,-1.01,-9.64,-17.13,-2.86,-9.84,-16.81,-8.76,,,,,,,,,-15.28,-16.51,-6.36,,
2000,365,12,2000-365,Cool,,,,,,-7.15,-20.58,0.98,,,,-5.19,-19.44,-0.16,,,,,,-5.98,-18.82,-1.04,-9.28,-19.94,-2.90,-11.48,-19.96,-8.41,,,,,,,,,-17.69,-19.92,-6.22,,
2000,366,12,2000-366,Cool,,,,,,-6.69,-18.71,0.95,,,,-5.53,-17.65,-0.21,,,,,,-6.21,-17.54,-1.06,-9.57,-18.03,-2.93,-11.22,-18.61,-8.26,,,,,,,,,-17.31,-17.28,-6.15,,
2001,1,1,2001-1,Cool,,,,,,-8.12,-19.41,0.59,,,,-5.46,-18.51,-0.24,,,,,,-5.92,-16.33,-1.09,-9.21,-19.01,-2.98,-10.26,-17.33,-8.22,,,,,,,,,-17.03,-18.50,-6.21,,
2001,2,1,2001-2,Cool,,,,,,-11.85,-28.00,0.57,,,,-5.24,-26.78,-0.28,,,,,,-6.31,-24.81,-1.11,-9.69,-27.60,-3.01,-13.67,-26.28,-8.10,,,,,,,,,-23.53,-25.83,-6.17,,
2001,3,1,2001-3,Cool,,,,,,-11.55,-27.30,0.57,,,,-5.56,-26.11,-0.31,,,,,,-6.57,-23.28,-1.15,-10.01,-26.54,-3.06,-12.43,-24.67,-8.20,,,,,,,,,-21.17,-26.01,-6.41,,
2001,4,1,2001-4,Cool,,,,,,-10.37,-24.59,0.56,,,,-5.81,-23.50,-0.35,,,,,,-6.84,-20.62,-1.21,-10.34,-24.18,-3.14,-12.05,-21.86,-8.27,,,,,,,,,-20.45,-23.46,-6.58,,
2001,5,1,2001-5,Cool,,,,,,-12.17,-28.73,0.56,,,,-5.80,-27.49,-0.36,,,,,,-6.61,-23.49,-1.26,-10.06,-28.28,-3.23,-13.21,-24.89,-8.27,,,,,,,,,-22.64,-26.76,-6.75,,
2001,6,1,2001-6,Cool,,,,,,-11.67,-27.59,0.55,,,,-5.77,-26.39,-0.40,,,,,,-6.43,-22.27,-1.33,-9.83,-26.50,-3.32,-13.19,-23.60,-8.17,,,,,,,,,-22.61,-25.69,-6.97,,
2001,7,1,2001-7,Cool,,,,,,-12.74,-30.05,0.55,,,,-5.92,-28.76,-0.43,,,,,,-6.39,-24.51,-1.38,-9.79,-29.18,-3.40,-14.21,-25.96,-8.13,,,,,,,,,-24.55,-27.64,-7.11,,
2001,8,1,2001-8,Cool,,,,,,-8.73,-20.82,0.55,,,,-6.16,-19.87,-0.47,,,,,,-6.47,-17.73,-1.44,-9.88,-20.49,-3.49,-11.41,-18.81,-8.15,,,,,,,,,-19.23,-19.99,-7.42,,
2001,9,1,2001-9,Cool,,,,,,-8.50,-20.29,0.55,,,,-5.78,-19.36,-0.50,,,,,,-6.17,-17.40,-1.49,-9.51,-19.86,-3.56,-10.91,-18.46,-8.10,,,,,,,,,-18.28,-19.26,-7.58,,
2001,10,1,2001-10,Cool,,,,,,-7.79,-18.66,0.54,,,,-5.43,-17.79,-0.53,,,,,,-6.03,-15.56,-1.54,-9.35,-17.40,-3.64,-10.64,-16.52,-7.98,,,,,,,,,-17.76,-17.26,-7.57,,
2001,11,1,2001-11,Cool,,,,,,-5.84,-14.18,0.54,,,,-5.23,-13.47,-0.57,,,,,,-5.94,-12.32,-1.59,-9.23,-13.94,-3.71,-8.70,-13.10,-7.87,,,,,,,,,-14.08,-14.00,-7.50,,
2001,12,1,2001-12,Cool,,,,,,-6.29,-15.19,0.53,,,,-4.85,-14.45,-0.62,,,,,,-5.50,-12.32,-1.63,-8.69,-14.92,-3.76,-8.70,-13.10,-7.66,,,,,,,,,-14.07,-14.14,-7.38,,
2001,13,1,2001-13,Cool,,,,,,-9.91,-23.53,0.52,,,,-4.61,-22.48,-0.67,,,,,,-5.55,-19.84,-1.63,-8.76,-22.91,-3.76,-12.21,-21.03,-7.47,,,,,,,,,-20.75,-21.72,-7.21,,
2001,14,1,2001-14,Cool,,,,,,-6.17,-14.91,0.52,,,,-4.84,-14.18,-0.71,,,,,,-5.95,-13.51,-1.64,-9.24,-14.38,-3.78,-9.45,-14.35,-7.63,,,,,,,,,-15.49,-14.18,-7.21,,
2001,15,1,2001-15,Cool,,,,,,-10.72,-25.39,0.50,,,,-4.85,-24.27,-0.75,,,,,,-5.78,-19.83,-1.65,-9.04,-24.71,-3.80,-13.31,-21.02,-7.66,,,,,,,,,-22.84,-23.60,-7.25,,
2001,16,1,2001-16,Cool,,,,,,-10.45,-24.77,0.50,,,,-5.13,-23.67,-0.80,,,,,,-6.51,-22.00,-1.68,-9.93,-24.41,-3.84,-12.91,-23.32,-7.84,,,,,,,,,-22.07,-22.82,-7.31,,
2001,17,1,2001-17,Cool,,,,,,-8.59,-20.49,0.49,,,,-5.47,-19.55,-0.86,,,,,,-6.52,-16.22,-1.73,-9.94,-19.48,-3.91,-11.37,-17.21,-8.10,,,,,,,,,-19.15,-19.04,-7.61,,
2001,18,1,2001-18,Cool,,,,,,-11.43,-27.02,0.48,,,,-5.39,-25.84,-0.91,,,,,,-6.78,-22.28,-1.78,-10.26,-26.25,-3.99,-14.33,-23.61,-8.21,,,,,,,,,-24.77,-24.92,-7.68,,
2001,19,1,2001-19,Cool,,,,,,-5.65,-13.73,0.48,,,,-5.58,-13.04,-0.97,,,,,,-6.96,-12.76,-1.86,-10.48,-13.50,-4.10,-9.12,-13.56,-8.52,,,,,,,,,-14.87,-13.52,-7.90,,
2001,20,1,2001-20,Cool,,,,,,-7.55,-18.10,0.47,,,,-5.38,-17.25,-1.02,,,,,,-6.44,-16.37,-1.93,-9.85,-17.02,-4.20,-10.83,-17.37,-8.49,,,,,,,,,-18.13,-16.81,-7.95,,
2001,21,1,2001-21,Cool,,,,,,-2.71,-6.97,0.47,,,,-5.17,-6.53,-1.07,,,,,,-6.08,-7.54,-2.00,-9.40,-6.78,-4.31,-6.27,-8.05,-8.44,,,,,,,,,-9.46,-6.86,-7.86,,
2001,22,1,2001-22,Cool,,,,,,-4.47,-11.01,0.46,,,,-4.67,-10.42,-1.11,,,,,,-5.34,-10.50,-2.02,-8.50,-10.63,-4.34,-7.66,-11.18,-8.09,,,,,,,,,-12.10,-11.04,-7.62,,
2001,23,1,2001-23,Cool,,,,,,-9.12,-21.70,0.45,,,,-4.33,-20.72,-1.16,,,,,,-5.33,-16.00,-2.00,-8.48,-21.39,-4.30,-11.21,-16.98,-7.78,,,,,,,,,-18.84,-20.58,-7.36,,
2001,24,1,2001-24,Cool,,,,,,-7.76,-18.58,0.44,,,,-4.52,-17.71,-1.21,,,,,,-6.00,-16.58,-1.96,-9.31,-17.93,-4.26,-10.47,-17.59,-7.88,,,,,,,,,-17.44,-17.01,-7.30,,
2001,25,1,2001-25,Cool,,,,,,-7.55,-18.09,0.44,,,,-4.79,-17.24,-1.23,,,,,,-5.81,-14.12,-1.98,-9.07,-17.76,-4.28,-10.09,-15.00,-8.05,,,,,,,,,-16.72,-17.50,-7.43,,
2001,26,1,2001-26,Cool,,,,,,-11.78,-27.84,0.43,,,,-4.74,-26.63,-1.25,,,,,,-6.23,-23.78,-1.99,-9.59,-26.99,-4.30,-14.27,-25.19,-8.11,,,,,,,,,-24.67,-25.67,-7.39,,
2001,27,1,2001-27,Cool,,,,,,-11.68,-27.61,0.42,,,,-5.13,-26.41,-1.29,,,,,,-7.26,-24.39,-2.02,-10.86,-26.78,-4.34,-14.97,-25.84,-8.55,,,,,,,,,-25.99,-25.83,-7.63,,
2001,28,1,2001-28,Cool,,,,,,-7.35,-17.64,0.42,,,,-5.63,-16.81,-1.33,,,,,,-7.64,-15.68,-2.10,-11.32,-17.32,-4.45,-10.46,-16.64,-9.02,,,,,,,,,-17.42,-16.95,-8.09,,
2001,29,1,2001-29,Cool,,,,,,-13.42,-31.61,0.41,,,,-5.64,-30.26,-1.36,,,,,,-7.10,-25.05,-2.20,-10.66,-31.03,-4.60,-15.71,-26.54,-9.19,,,,,,,,,-27.40,-29.15,-8.20,,
2001,30,1,2001-30,Cool,,,,,,-13.02,-30.69,0.40,,,,-5.72,-29.38,-1.42,,,,,,-7.79,-26.09,-2.31,-11.51,-30.32,-4.77,-15.54,-27.63,-9.53,,,,,,,,,-27.07,-27.43,-8.36,,
2001,31,1,2001-31,Cool,,,,,,-12.04,-28.44,0.39,,,,-6.03,-27.21,-1.47,,,,,,-8.32,-24.83,-2.40,-12.16,-27.49,-4.90,-16.20,-26.30,-10.00,,,,,,,,,-28.34,-26.34,-8.71,,
2001,32,2,2001-32,Cool,,,,,,-14.45,-29.62,0.26,,,,-6.30,-28.07,-1.53,,,,,,-8.71,-25.98,-2.53,-12.64,-28.56,-5.09,-15.56,-27.52,-10.42,,,,,,,,,-27.66,-27.15,-9.06,,
2001,33,2,2001-33,Cool,,,,,,-8.57,-16.53,0.24,,,,-6.57,-15.42,-1.59,,,,,,-8.70,-15.44,-2.64,-12.62,-15.93,-5.25,-11.71,-16.39,-10.72,,,,,,,,,-17.24,-15.48,-9.49,,
2001,34,2,2001-34,Cool,,,,,,-11.14,-22.23,0.24,,,,-6.41,-20.93,-1.64,,,,,,-7.85,-17.07,-2.75,-11.58,-21.56,-5.41,-12.86,-18.11,-10.58,,,,,,,,,-20.35,-20.45,-9.51,,
2001,35,2,2001-35,Cool,,,,,,-11.48,-23.01,0.23,,,,-6.05,-21.68,-1.70,,,,,,-7.48,-19.41,-2.84,-11.13,-21.93,-5.54,-13.38,-20.58,-10.30,,,,,,,,,-21.78,-22.07,-9.34,,
2001,36,2,2001-36,Cool,,,,,,-12.22,-24.64,0.23,,,,-5.91,-23.26,-1.75,,,,,,-7.40,-21.11,-2.88,-11.03,-22.60,-5.60,-14.32,-22.38,-10.12,,,,,,,,,-24.32,-22.32,-9.31,,
2001,37,2,2001-37,Cool,,,,,,-14.45,-29.61,0.23,,,,-5.91,-28.06,-1.80,,,,,,-7.44,-23.94,-2.90,-11.08,-28.92,-5.63,-15.04,-25.36,-10.07,,,,,,,,,-26.25,-26.32,-9.40,,
2001,38,2,2001-38,Cool,,,,,,-14.61,-29.96,0.23,,,,-6.03,-28.40,-1.85,,,,,,-7.61,-24.26,-2.92,-11.29,-29.72,-5.65,-14.83,-25.70,-10.11,,,,,,,,,-25.69,-26.83,-9.57,,
2001,39,2,2001-39,Cool,,,,,,-15.59,-32.14,0.22,,,,-6.19,-30.51,-1.90,,,,,,-7.82,-26.18,-2.96,-11.54,-31.49,-5.71,-15.80,-27.73,-10.19,,,,,,,,,-28.32,-29.76,-9.71,,
2001,40,2,2001-40,Cool,,,,,,-14.91,-30.64,0.22,,,,-6.40,-29.06,-1.95,,,,,,-8.09,-26.14,-3.00,-11.87,-29.93,-5.77,-16.06,-27.69,-10.35,,,,,,,,,-29.01,-28.50,-9.97,,
2001,41,2,2001-41,Cool,,,,,,-12.76,-25.84,0.20,,,,-6.66,-24.42,-2.00,,,,,,-8.27,-22.86,-3.04,-12.09,-25.00,-5.84,-14.89,-24.22,-10.53,,,,,,,,,-25.85,-24.63,-10.29,,
2001,42,2,2001-42,Cool,,,,,,-11.34,-22.70,0.19,,,,-6.88,-21.38,-2.05,,,,,,-8.18,-19.18,-3.09,-11.98,-22.07,-5.91,-13.56,-20.34,-10.60,,,,,,,,,-22.26,-21.31,-10.55,,
2001,43,2,2001-43,Cool,,,,,,-13.77,-28.10,0.20,,,,-6.82,-26.60,-2.11,,,,,,-8.10,-23.02,-3.15,-11.89,-27.76,-6.00,-14.89,-24.39,-10.56,,,,,,,,,-25.84,-26.14,-10.51,,
2001,44,2,2001-44,Cool,,,,,,-15.12,-31.11,0.19,,,,-6.84,-29.51,-2.17,,,,,,-8.29,-25.71,-3.21,-12.12,-30.60,-6.08,-15.96,-27.23,-10.60,,,,,,,,,-28.74,-28.73,-10.51,,
2001,45,2,2001-45,Cool,,,,,,-12.07,-24.30,0.18,,,,-7.03,-22.93,-2.23,,,,,,-8.54,-21.29,-3.25,-12.42,-23.63,-6.15,-14.19,-22.57,-10.67,,,,,,,,,-23.96,-23.07,-10.72,,
